\lambda_{\mu_1T_h},\lambda_{\mu_1M},\lambda_{\mu_1C},\lambda_{\mu_2T_h},\lambda_{\mu_2M},\lambda_{\mu_2C},\lambda_{I_\gamma T_h},\lambda_{I_\gamma T_c},\lambda_{HM},\lambda_{HD},\lambda_{HN},\lambda_{MI_\gamma},\lambda_{M\mu_1},\lambda_{MI_\gamma},\lambda_{M\mu_1},\lambda_{T_hM},\lambda_{T_hD},\lambda_{T_r\mu_1},\lambda_{T_cT_h},\lambda_{T_cM},\lambda_{T_cD},\lambda_{T_hM},\lambda_{T_hD},\lambda_{T_r\mu_1},\lambda_{T_cT_h},\lambda_{T_cM},\lambda_{T_cD},\lambda_{DC},\lambda_{DH},\lambda_{DC},\lambda_{DH},\lambda_{C},\lambda_{C\mu_1},\lambda_{C\mu_2},\delta_{\mu_1},\delta_{\mu_2},\delta_{I_\gamma},\delta_{H},\delta_{M},\delta_{M_N},\delta_{T_hT_r},\delta_{T_h\mu_1},\delta_{T_h},\delta_{M},\delta_{T_cT_r},\delta_{T_c\mu_1},\delta_{T_c},\delta_{T_N},\delta_{DC},\delta_D,\delta_{D_N},\delta_{CT_c},\delta_{CI_\gamma},\delta_C,\delta_{CT_c},\delta_{CI_\gamma},\delta_C,\delta_{N},A_{M_N},A_{T_N},A_{D_N},\alpha_{NC},C_0
1.15E+02,1.18E+02,2.54E+02,6.88E-01,1.42E+00,3.05E+00,1.19E+01,2.13E+01,5.84E+00,5.59E+00,4.73E+01,8.42E-03,1.42E-02,8.42E-03,1.42E-02,1.93E-02,7.38E+00,6.30E-02,2.38E+00,1.23E+00,9.39E+00,1.93E-02,7.38E+00,6.30E-02,2.38E+00,1.23E+00,9.39E+00,4.89E-01,4.26E-01,4.89E-01,4.26E-01,1.66E-02,3.59E-04,6.32E-04,4.87E+02,5.15E+00,3.33E+01,5.87E+01,1.50E-02,6.93E-01,3.17E+00,3.99E+00,2.31E-01,1.50E-02,5.58E+00,7.02E+00,4.06E-01,4.20E-04,6.39E-01,2.77E-01,1.66E+00,9.66E-03,6.42E-03,1.04E-03,9.66E-03,6.42E-03,1.04E-03,4.84E-01,7.02E-01,1.79E+00,2.40E+00,3.01E-02,5.00E-03
