Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55
0.004364883,0.010635117,0.033433801,10.9632089,0.063,6.11705939,1.74782953,11.4625437,0.401135041,0.415182835,0.01662,0.000371006,0.000714046,6.30949705,26.960503,188.128304,107.507933,191.843763,1.23134435,1.40732982,2.51132583,4.40457629,3.61073888,50.6846848,0.693,0.015,0.00042,6.64038262,4.12526009,0.231,0.063,11.6709755,7.25045713,0.406,1.664,0.539317876,0.277,0.012269443,0.004592301,0.000300781,0.459347142,33.27,487.48,5.15,58.7,0.740552033,105.812071,3.33251371,2,3.17013556,1.43964732,0.745880669,4.6531464,2.04395097,26.7645422
