\lambda_{\mu_1T_h},\lambda_{\mu_1M},\lambda_{\mu_1C},\lambda_{\mu_2T_h},\lambda_{\mu_2M},\lambda_{\mu_2C},\lambda_{I_\gamma T_h},\lambda_{I_\gamma T_c},\lambda_{HM},\lambda_{HD},\lambda_{HN},\lambda_{MI_\gamma},\lambda_{M\mu_1},\lambda_{MI_\gamma},\lambda_{M\mu_1},\lambda_{T_hM},\lambda_{T_hD},\lambda_{T_r\mu_1},\lambda_{T_cT_h},\lambda_{T_cM},\lambda_{T_cD},\lambda_{T_hM},\lambda_{T_hD},\lambda_{T_r\mu_1},\lambda_{T_cT_h},\lambda_{T_cM},\lambda_{T_cD},\lambda_{DC},\lambda_{DH},\lambda_{DC},\lambda_{DH},\lambda_{C},\lambda_{C\mu_1},\lambda_{C\mu_2},\delta_{\mu_1},\delta_{\mu_2},\delta_{I_\gamma},\delta_{H},\delta_{M},\delta_{M_N},\delta_{T_hT_r},\delta_{T_h\mu_1},\delta_{T_h},\delta_{M},\delta_{T_cT_r},\delta_{T_c\mu_1},\delta_{T_c},\delta_{T_N},\delta_{DC},\delta_D,\delta_{D_N},\delta_{CT_c},\delta_{CI_\gamma},\delta_C,\delta_{CT_c},\delta_{CI_\gamma},\delta_C,\delta_{N},A_{M_N},A_{T_N},A_{D_N},\alpha_{NC},C_0
188.13,107.51,191.84,1.2313,1.4073,2.5113,6.3095,26.961,4.4046,3.6107,50.685,0.0043649,0.010635,0.0043649,0.010635,0.033434,10.963,0.063,6.1171,1.7478,11.463,0.033434,10.963,0.063,6.1171,1.7478,11.463,0.40114,0.41518,0.40114,0.41518,0.01662,0.00037101,0.00071405,487.48,5.15,33.27,58.7,0.015,0.693,6.6404,4.1253,0.231,0.015,11.671,7.2505,0.406,0.00042,0.53932,0.277,1.664,0.012269,0.0045923,0.00030078,0.012269,0.0045923,0.00030078,0.45935,0.74055,105.81,3.3325,0.75,2
